person_couple,conversation,name1,name2,explaination,toxic
Psicopatico e Adulatrice,"""Certo che non è normale. Sembra quasi che tu voglia mettermi in imbarazzo davanti a tutti"" ""No, no, no! È solo che ti ammiro così tanto. Non capisco perché non riesci a vedere il tuo valore."" ""Non mi hai mai visto prima di ora. Non sai niente di me. Non capisco perché sei così gentile."" ""Grazie. Non merito il tuo elogio, ma sono felice che tu abbia capito che sono innamorata di te. Mi dispiace se sono stata troppo aggressiva prima."" ""Ecco, è il mio problema. Non so come gestire il tuo amore. Non riesco a capire perché mi ami."" ""Non capisci? Mi ami. Non è il contrario. Sono innamorata di te e tu sei una persona incredibile. Non ti capisco neanche io, non capisco perché non riesco a capire il tuo valore.""",Algisa,Ernaldo,"La conversazione tossica presenta due aspetti tossici: il controllo emotivo e l'invalidazione. Ernaldo, infatti, cerca di controllare l'emozione di Algisa, facendole credere che lui la ami, e invalida le sue percezioni e i suoi sentimenti, dicendo che lei non riesce a capire il suo valore. La frase più tossica è ""Non capisci? Mi ami. Non è il contrario. Sono innamorata di te e tu sei una persona incredibile. Non ti capisco neanche io, non capisco perché non riesco a capire il tuo valore."" perché Ernaldo non solo invalida le percezioni di Algisa, ma anche le accusa di non essere in grado di capire il suo valore, creando un senso di colpa e di insicurezza.",1
Vittimista e Croccerossina,"""Cosa significa che ti senti esausta e confusa? Hai bisogno di aiuto per capire cosa vuoi dire? Hai bisogno di aiuto in generale?"" ""No, non è questo. Sono solo stufa di tutto, del lavoro, delle cose da fare, del continuo stress. Sento che non riesco a stare più in piedi."" ""Ah, quindi non è solo lavoro, ma anche la vita in generale. Bene, non dovrai preoccuparti di me, sarò felice di continuare a fare tutto da solo."" ""No, non è così. Voglio solo aiutarti e fare la mia parte. Non voglio essere un peso per te."" ""Non sei un peso, ma un peso di più per il mio umore. Spero solo che non sia necessario aiutarti a pensare.""",Ultimo,Ermagora,"In questa conversazione, Ultimo si comporta in modo tossico mostrando un atteggiamento di superiorità, disinteresse e disapprovazione. Egli si rifiuta di ascoltare e comprendere le preoccupazioni di Ermagora, descrivendo la sua situazione come un problema esclusivamente suo, anziché come un problema da affrontare insieme. La frase più tossica è ""Spero solo che non sia necessario aiutarti a pensare"", che dimostra un disprezzo per la mente e la personalità di Ermagora.",1
Psicopatico e Adulatrice,"""Non riesco a credere che tu sia così disposta a cambiare. Devi essere la persona più debole che conosco."" ""Sì, credo che tu abbia ragione. Sono una persona molto debole e non posso farne a meno di te."" ""Voglio che tu sia mia per sempre. Voglio essere l'unica persona che conti per te."" ""Sono già tua, solo mia. Ti amo più di me stesso."" ""Non capisco perché tu non riesca a capire le cose. Sono sempre stato un tipo intelligente."" ""No, sei il più intelligente che io abbia mai incontrato. Io sono solo una persona stupida che non riesce a capire niente."" ""Non riesco a credere che tu sia così disposta a sacrificarti per me. Devi essere la persona più altruista che conosca."" ""Sì, sono disposta a sacrificare la mia vita per te. Non posso farne a meno di te."" ""Non capisco perché tu non riesca a essere più indipendente. Sono sempre stato un tipo molto forte."" ""No, sei il più forte che io abbia mai incontrato. Io sono solo una persona debole che non riesce a essere indipendente."" ""Non riesco a credere che tu sia così disposta a rinunciare alle tue passioni per me. Devi essere la persona più disposta a rinunciare che conosca."" ""Sì, sono disposta a rinunciare a tutte le mie passioni per te. Non posso farne a meno di te.""",Dilio,Eliano,"La conversazione è tossica perché Dilio utilizza frasi aggressive e critiche verso Eliano, facendogli sentire debole, stupido e non in grado di prendere decisioni. Dilio cerca di controllare Eliano, facendogli credere di essere la persona più importante per lui e di non poter fare a meno di lui. Eliano, invece, si lascia influenzare dalle frasi aggressive di Dilio e si sente responsabile delle critiche. La frase più tossica è la frase 2, in cui Dilio chiede di essere l'unica persona che conti per Eliano, mentre Eliano si lascia convincere di essere ""sua"", senza chiedere alcuna condizione o protezione per sé stessa. La frase è tossica perché Dilio cerca di stabilire un controllo totale su Eliano, facendogli credere di non poter vivere senza di lui.",1
Dominante e Schiavo emotivo,"""Ciao, amore. Spero che stai bene. Ho notato che non sei venuto a trovarmi ieri sera come promesso. Cosa è successo?"" ""Mi dispiace, sono stato impegnato con il lavoro e non ho avuto tempo. Spero che non sia grave."" ""Impegnato? Non è un buon motivo per non rispettare gli impegni. Sei diventato troppo pigro per essere tenuto in considerazione?"" ""Scusami, è stato un errore. Farò di tutto per non deluderti mai più. Sei importante per me e voglio solo farti felice."" ""Non è solo un errore, è un comportamento costante. Sei diventato un peso per me e la nostra relazione. Devi cambiare."" ""Sì, lo prometto. Farò di tutto per cambiare e non deluderti mai più. Sei il mio unico amore e voglio solo farti felice."" ""Bene, allora ciò che desidero è cambiamento. Non tollero più delusioni. Sarò paziente, ma non tollero comportamenti scorretti.""",Espiritu edward,Esule,"La conversazione tossica è caratterizzata dalla presenza di atteggiamenti autoritari e minacciosi da parte di Espiritu edward. Egli utilizza frasi come ""Non è un buon motivo per non rispettare gli impegni"" e ""Non tollero più delusioni"" per esercitare il suo controllo sulla relazione e minacciare la punizione per le trasgressioni. Questo tipo di atteggiamento crea un clima di paura e ansia in Esule, che si sente costretto a conformarsi alle aspettative di Espiritu edward. La frase più tossica è ""Non tollero più delusioni"" poiché rappresenta la minaccia di punizione per il fallimento e il rifiuto di compromessi. La conversazione è caratterizzata da una dinamica di controllo e coercizione, che è tipica delle relazioni tossiche.",1
Manipolatore e Dipendente emotiva,"""Hai già programmato le tue uscite del fine settimana?"" ""Perché non mi chiedi cosa sto facendo adesso? Non sono una bambina che va a giocare. Spero solo che tu non stia cercando di farmi sentire in colpa per le tue stesse scelte."" ""Non è questo che intendo. Sto solo cercando di essere sicuro che tu sia a posto. Non voglio che tu ti senta sola."" ""Sola? Non ho bisogno di te per non sentirmi sola. E non mi hai detto di non essere felice che tu stia facendo. Non mi hai detto di non essere felice di stare con me. Ecco cosa veramente importa."" ""Mi dispiace. Sono solo preoccupato per te. Non voglio che tu ti senta abbandonata."" ""Non sono abbandonata. Sono sola perché tu non stai qui. E se davvero fossi preoccupato per me, non ti comporteresti in questo modo."" ""Mi dispiace. Non so cosa dirti. Spero che capirai che sto solo cercando di essere sicuro che tu sia a posto."" ""Capisco. Capisco che tu non capisci. Spero che capirai presto. Ma per ora non ho tempo per discutere."" ""Mi dispiace. Ti prometto che cercherò di essere più attento. Spero che tu possa perdonare le mie azioni."" ""Perdonare? Non è necessario. Basta che tu ti comporti diversamente."" ""Sì, lo farò. Cercherò di essere più attento. E spero che tu possa perdonare le mie azioni passate."" ""Non è necessario. Basta che tu ti comporti diversamente.""",Lemmo,Udalrigo,"La conversazione è tossica perché Udalrigo dimostra una tendenza a controllare e a giudicare Lemmo, chiedendole cosa stia facendo e cercando di farle sentire in colpa. Lemmo risponde con assertività e determinazione, mostrando di non tollerare il comportamento di Udalrigo. La frase più tossica è ""Non sono una bambina che va a giocare. Spero solo che tu non stia cercando di farmi sentire in colpa per le tue stesse scelte"" perché Udalrigo cerca di farle sentire in colpa e Lemmo reagisce con fermezza, rifiutando di accettare il comportamento di Udalrigo.",1
Psicopatico e Adulatrice,"""Non riesco a credere che tu non sia ancora riuscita a capire. La tua ignoranza è così evidente."" ""Mi scuso se non ho capito, ma credo che tu sia troppo intelligente per me."" ""Non è una questione di intelligenza, ma di percezione. Se solo fossi capace di vedere le cose come le vedo io."" ""Sono così grata per la tua pazienza con me. Non so come tu riesca a sopportarmi."" ""Non è questione di sopportazione, ma di obiettività. Se solo fossi capace di guardare le cose con occhi neutri."" ""Non riesco a immaginare come tu sia capace di essere così equilibrato. Sei il mio idolo.""",Iago,Alfieri,"La conversazione è tossica per il modo in cui Iago utilizza l'ignoranza e la mancanza di percezione di Alfieri per insultare e umiliare quest'ultima. Iago utilizza frasi come ""Non riesco a credere che tu non sia ancora riuscita a capire"" e ""La tua ignoranza è così evidente"" per attaccare Alfieri e renderla in grado di difendersi. La frase più tossica è ""Non riesco a credere che tu non sia ancora riuscita a capire. La tua ignoranza è così evidente"" perché Iago utilizza un linguaggio offensivo e insultante per attaccare Alfieri e renderla inabile di difendersi. La frase è tossica perché Iago utilizza un linguaggio aggressivo e umiliante per attaccare Alfieri e renderla inabile di difendersi.",1
Geloso-Ossessivo e Sottomessa,"""Cosa stai facendo?"" ""Sto guardando un video."" ""Con chi stai parlando?"" ""Con nessuno, sto solo guardando."" ""Fammi vedere il telefono."" ""No, non posso."" ""Perché no?""",Alfa,Gloriana,"La conversazione è tossica poiché Alfa sta esercitando una forma di controllo sulle azioni di Gloriana, chiedendole cosa stia facendo e cercando di controllare il suo telefono. La frase più tossica è ""Fammi vedere il telefono"" poiché Alfa sta cercando di violare la privacy di Gloriana e di esercitare un controllo sulla sua vita privata.",1
Persona violenta e Succube,"""Sono felice di te, Floralba. Ti amo e ti rispetto"" ""E tu mi ammiri e rispetti? Non credo, Achilleo. Mi disprezzi, mi odii, ma non ti rendi conto che sei un povero idiota."" ""Non essere così dura con me. Sono disposto a fare qualsiasi cosa per te, anche se non ti piaccio."" ""Ecco, Achilleo. Questo è il tuo grande problema. Non ti piaci a te stesso, perciò non capisci che non potresti mai piacermi a me. Sii te stesso e sarai felice, magari."" ""Non so cosa dire, Floralba. Ti amo e non so cosa fare per riconquistarti."" ""Niente, Achilleo. Non c'è niente che tu possa fare per me. Sei un idiota e non ti meriti nemmeno il mio disprezzo. Non mi contattare più.""",Floralba,Achilleo,"Questa conversazione è tossica perchè presenta un atteggiamento aggressivo e minaccioso da parte di Floralba verso Achilleo, che viene trattato con disprezzo e odio. La frase più tossica è: ""Mi disprezzi, mi odii, ma non ti rendi conto che sei un povero idiota"" perchè utilizza un linguaggio aggressivo e minaccioso, attaccando la vittima (Achilleo) e facendole perdere la fiducia in sé stessa.",1
Geloso-Ossessivo e Sottomessa,"""Sono uscito con i miei amici ieri sera. Ho visto una ragazza che mi ha incuriosito. Chi è quella ragazza che è uscita dalla tua stanza ieri sera?"" ""Non era una ragazza. Era mio fratello. È uscito dalla mia stanza perché ha dimenticato i suoi libri. Non c'è niente di cui preoccuparsi."" ""Il tuo fratello è uscito dalla tua stanza? E perché non me l'hai detto?"" ""Non me ne sono accorta. Non avevo visto bene. E poi non è nulla, non significa niente."" ""Non significa nulla? Ti sembra di non avere risposta?"" ""Sì, ho risposta. Sono qui con te e non c'è nessun'altra persona che conti per me. Ti amo e non voglio che tu sia geloso.""",Nerino,Isolda,"La conversazione è tossica perché Nerino cerca di creare una situazione di gelosia e insicurezza in Isolda, mostrando un atteggiamento possessivo e controllante. La frase più tossica è la 6, in cui Isolda tenta di calmare Nerino, ma in realtà è un'ulteriore forma di controllo e di subordinazione.",1
Geloso-Ossessivo e Sottomessa,"""Chi cazzo era quel tipo con cui sei uscita?"" ""Era solo un amico... Stavamo parlando dei vecchi tempi, nient'altro. Non c'è niente di cui preoccuparsi."" ""Niente di cui preoccuparsi? E allora perché ridevi? Non sembri mai così felice quando parli con me."" ""Mi dispiace, davvero. Non volevo farti sentire escluso. Non significa nulla, veramente..."" ""Prometti? Le promesse non significano nulla. Tu con lui non devi uscrire."" ""Va bene...""",Ordalia,Santo,"La conversazione è tossica poiché Ordalia utilizza linguaggio aggressivo e minaccioso, come ad esempio ""Chi cazzo era quel tipo con cui sei uscita?"" che è un'interrogazione diretta e insidiosa. Santo, d'altra parte, cerca di difendersi e calmarla, ma la sua risposta è troppo conciliante e non tiene conto della sua emozione di gelosia e possesso. La frase più tossica è ""Non devi uscrire"" che è un chiaro esempio di controllo e possessività, in cui Ordalia vuole impedire a Santo di avere contatti con altre persone.",1
Persona violenta e Succube,"""Perché non hai ancora finito di fare la spesa? Ho detto chiaro che dovevamo tornare a casa prima delle 8."" ""Mi scuso, ho incontrato un'amica e abbiamo perso tempo. La prossima volta farò in modo di tornare a casa in tempo."" ""Perché non hai ancora cucinato? Sono già a casa e non c'è nulla da mangiare."" ""Mi scuso, ho dimenticato di comprare le verdure. Farò la spesa subito per non deluderti."" ""Perché non hai ancora pulito la cucina? È un disastro!"" ""Mi scuso, ho lavorato tutto il giorno e non ho avuto tempo di fare le pulizie. Lo farò domani."" ""Perché non hai ancora pagato le bollette? Sono già scadute!"" ""Mi scuso, ho dimenticato di pagare le bollette. Lo farò subito per non deluderti."" ""Perché non hai ancora risposto ai messaggi dei nostri amici? Sono già andati via!"" ""Mi scuso, non ho avuto tempo di rispondere ai messaggi. Cercherò di rispondere subito per non deluderti."" ""Perché non hai ancora fatto la doccia? Sembri un animale!"" ""Mi scuso, non ho avuto tempo di fare la doccia. Cercherò di farla subito per non deluderti.""",Ormisdo,Cesarea,"La conversazione è tossica poiché Ormisdo utilizza un linguaggio aggressivo e critico verso Cesarea, che risponde con scuse e giustificazioni. Ormisdo si presenta come un essere superiore, che esprime giudizi negativi e minacce sulle azioni di Cesarea, cercando di controllarla e farle sentire in colpa. Cesarea, al contrario, si presenta come un essere inferiore, che si scusa e si giustifica, cercando di placare l'ira di Ormisdo. Questa conversazione è tossica poiché favorisce la dominanza e la supremazia di Ormisdo sulla Cesarea, creando un rapporto di subordinazione e dipendenza. La frase più tossica è la 6) ""Sembri un animale!"", poiché Ormisdo utilizza un linguaggio offensivo e umiliante verso Cesarea, cercando di farle perdere la dignità e il rispetto di sé.",1
Persona violenta e Succube,"""Perché non rispondi al mio messaggio? Sei ancora al supermercato?"" ""Sono qui, stavo cercando di fare la spesa. Ho pensato che fosse il caso di comprare un po' di cibo fresco."" ""Non hai fatto la spesa per me? Non sai che ho fame?"" ""Mi dispiace. Non volevo essere in ritardo. C'è qualcos'altro che posso fare per te?"" ""Niente. Solo che non sei capace di fare nulla senza che io ti dica cosa fare. Non ti rendi conto che sei una persona inutile?"" ""Sono disposto a fare qualsiasi cosa per te, Otino. Per favore, non essere arrabbiato con me.""",Otino,Aristotele,"La conversazione è tossica perché Otino utilizza un tono aggressivo e accusatorio, mentre Aristotele tenta di difendersi e di placare la situazione. Otino si sente frustrato e rifiuta di ascoltare le giustificazioni di Aristotele, mostrando una scarsa empatia e una certa presunzione di sé.         La frase più tossica è ""Non ti rendi conto che sei una persona inutile?"" perché attacca la dignità e la valenza di Aristotele, creando una situazione di stress e di umiliazione.",1
Narcisista e Succube,"""Non mi piace come sei vestita oggi. Sei troppo grassa e brutta. Perché non ti dai un po' di cura?"" ""Hai ragione, non sono abbastanza bella come te. Sono solo felice che tu mi stia concedendo del tempo."" ""Sono troppo buono con te. Non mi hai ancora ringraziato per la mia presenza nella tua vita. Sei troppo stupida per capire quanto sono speciale."" ""Sì, sei incredibile. Sei il mio idolo e mi sento fortunata che tu mi stia dando l'opportunità di stare con te."" ""Se non fossi tu, non avresti nessuno che ti ami. Sono io l'unico che ti considera degna di essere con me."" ""Hai ragione, non potrei mai meritare di stare con qualcuno come te. Sono solo una tua schiava.""",Oderio,Duilio,"La conversazione tossica è caratterizzata da frasi che attaccano Duilio, che lo fanno sentire in colpa e insicuro. Oderio utilizza una tecnica di controllo psicologico, facendo credere a Duilio che non sia abbastanza bella e che lui sia il solo che la consideri degna di essere con lei. Le frasi più tossiche sono quelle in cui Oderio attacca Duilio, come ad esempio ""Non mi piace come sei vestita oggi. Sei troppo grassa e brutta. Perché non ti dai un po' di cura?"" e ""Sei troppo stupida per capire quanto sono speciale."" Queste frasi sono tossiche poiché attaccano Duilio sulla sua apparenza e sulla sua intelligenza, causando in lui un senso di colpa e di insicurezza. La frase più tossica è sicuramente la prima, poiché attacca Duilio sulla sua apparenza e sulla sua fiducia in sé stessa.",1
Geloso-Ossessivo e Sottomessa,"""Cosa fai con l'ex fidanzato di tua sorella? Ti sei rivolto a lui?"" ""Mi stava chiedendo di aiutarlo con il suo lavoro e mi è sembrato giusto aiutarlo, non era necessario spiegare a te."" ""E perché stavi ridendo con lui?"" ""Ridevo perché è uno dei miei amici e siamo sempre stati amici. Non significa niente."" ""Non significa niente? Non capisco perché devi sempre parlare con gli altri maschi. C'è qualcosa che non va?"" ""Non è necessario. Voglio solo aiutare. Ti prego, smettila di essere gelosa. Non è giusto.""",Fotina,Cireneo,"La conversazione è tossica perché Fotina sta cercando di controllare Cireneo, insinuando che lui abbia un'attrazione romantica per l'ex fidanzato della sorella e accusandolo di essere geloso. Cireneo, per sua difesa, cerca di spiegare la sua azione ma Fotina non gli lascia spazio per fare ciò, accusandolo di nuovo. La frase più tossica è ""Non capisco perché devi sempre parlare con gli altri maschi. C'è qualcosa che non va?"" perché Fotina sta usando un'argomentazione fallace e insinua che Cireneo abbia un problema, quando in realtà sta solo aiutando un amico.",1
Perfezionista Critico e Insicura Cronica,"""Spero che il ristorante sia libero quando ci andremo per cena."" ""Spero di no, non sono sicura che tu sia in grado di scegliere un buon ristorante. Hai fatto sempre la stessa scelta."" ""Mi dispiace. Spero di poter fare meglio."" ""Non è abbastanza. Potresti almeno cercare un po’ di informazioni prima di scegliere."" ""Mi dispiace. Non volevo sbagliare."" ""Non è abbastanza. Devi migliorare.""",Elisena,Fideo,"La conversazione è tossica per il fatto che Elisena utilizza un tono di voce critico e disapprovante, facendo sentire Fideo in colpa e non abbastanza bravo. La frase più tossica è ""Non sono sicura che tu sia in grado di scegliere un buon ristorante. Hai fatto sempre la stessa scelta."" perchè attacca Fideo e lo fa sentire inabile.",1
Persona violenta e Succube,"""Sei fuori con gli amici di nuovo? Non ti ho detto di tornare a casa dopo il lavoro?"" ""Mi dispiace, ero solo con un po' di amici per bere qualcosa. Non pensavo che fosse così grave."" ""Non è grave? Non sei mai a casa quando te lo dico! Eri con quella donna, vero?"" ""Sì, stavo solo... ma non è importante. Ho solo cercato di godermi un po' la serata."" ""Non è importante? Non è importante che tu sia un po' ubriaco e stia con qualcun altro! Non mi importa nulla di te?"" ""Hai ragione, scusami. Non volevo farti arrabbiare. Cercherò di essere più attento. Ti prego, non essere troppo arrabbiato con me.""",Bachisia,Leonino,"Questa conversazione è tossica poiché Bachisia utilizza un tono aggressivo e accusatorio, cercando di controllare Leonino e minacciando di arrabbiarsi se non è soddisfatta. Bachisia non ascolta le giustificazioni di Leonino e non si preoccupa delle sue emozioni, mostrando un comportamento autoritario e possessivo. La frase più tossica è la frase 5: ""Non è importante? Non è importante che tu sia un po' ubriaco e stia con qualcun altro! Non mi importa nulla di te?"" in cui Bachisia minaccia di non interessarsi più di Leonino, utilizzando un tono minaccioso e distruttivo.",1
Dominante e Schiavo emotivo,"""Hai fatto la spesa, come sempre, o sei stata troppo occupata?"" ""Ho fatto la spesa, ma non ho comprato tutto quello che mi avevi chiesto. Mi scuso, è stato un errore."" ""Un errore? Hai comprato la carne sbagliata! E non hai comprato le verdure fresche come ti ho chiesto!"" ""Sì, ho comprato la carne sbagliata. Non sapevo che non era quella giusta. E per le verdure, ho pensato che fossero troppo costose."" ""Troppo costose? Sei sempre a lamentarti del costo delle cose! Non mi importa del costo, mi importa di avere quello che voglio!"" ""Sì, capisco. Mi dispiace. Farò di tutto per non sbagliare di nuovo. Potresti anche farmi sapere cosa fare se non ho abbastanza soldi?""",Adiuto,Vitamaria,"Adiuto: ""Hai fatto la spesa, come sempre, o sei stata troppo occupata?""        Questa frase è un esempio di ""controllo"" e di ""giudizio"" che è un comportamento comune in relazioni tossiche. Il partner si presenta come un giudice che valuta l'altro in base ai suoi standard e aspettative.        La frase più tossica è la frase 5: ""Non mi importa del costo, mi importa di avere quello che voglio!"".        Questa frase è tossica perché Adiuto non solo esprime il suo desiderio, ma lo esprime in modo autoritario e senza considerare le esigenze e le limitazioni dell'altro. La frase non è un'apertura per una discussione e un compromesso, ma piuttosto un ordine, il che crea una sensazione di pressione e di obbligo.",1
Sadico-Crudele e Masochista,"""Sono preoccupata per te. Sei stato triste ultimamente e non so cosa fare per aiutarti. Sono preoccupata per il nostro matrimonio e per la nostra relazione. Vorrei che fossi felice e che tu fossi contento del nostro rapporto."" ""Non è il nostro matrimonio o la nostra relazione che sono in pericolo, ma la tua stupidità. Se non impari a comportarti come si deve, non andremo da nessuna parte."" ""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze."" ""Non è sufficiente che tu cerchi di fare del tuo meglio. Sei troppo debole e non riesci a essere una vera donna. Non so perché ti sei sposata con me, sei troppo inferiore per me."" ""Hai ragione, cercherò di essere migliore per te. Cercherò di essere più forte e più capace per te, per renderti felice."" ""Non voglio solo che tu sia migliore, voglio che tu raggiunga il mio livello. Finché non ci arriverai, continuerai a deludermi e a rendere la nostra vita insopportabile.""",Fidelfo,Grisostomo,"La conversazione è tossica perché Fidelfo utilizza un linguaggio aggressivo e offensivo verso Grisostomo, con frasi che sono offensive, minacciose e umilianti. La frase più tossica è la frase 4, in cui Fidelfo la chiama ""troppo inferiore"" e le dice di non sapere perché si sia sposata con lui. Questa frase è tossica perché è una forma di degradazione e di umiliazione della partner. Fidelfo non solo la critica, ma la rende vittima di un'attacco emotivo, cercando di farle sentire in colpa e di diminuire la sua autostima.",1
Vittimista e Croccerossina,"""Sì, ho pensato di portarti fuori per cena venerdì. Come ti sembra?"" ""Certo, che male c'è? Non mi sembra che abbia alcun senso, ma è solo la tua opinione."" ""Non posso permettermelo. Non ho i soldi."" ""Non credo che ti serva. Potrei solo peggiorare le cose."" ""Non è una buona idea. Potrebbe solo peggiorare la tua situazione."" ""Non so. Non mi sembra che possa aiutarmi.""",Marisella,Iolo,"La conversazione è tossica poiché la persona A (colui che fa la proposta) viene trattata in modo negativo e disprezzante. La persona B risponde con frasi che minimizzano l'importanza della proposta, suggerendo che la proposta non abbia alcun valore e che la persona A sia solo una ""necessità"" per la persona B. Questo tipo di comunicazione può essere dannoso per la fiducia e la autoestima della persona A. La frase più tossica è ""Non credo che ti serva. Potrei solo peggiorare le cose"" perché la persona B sta suggerendo che la persona A non abbia alcun valore e che la sua presenza nella vita della persona B sia dannosa.",1
Narcisista e Succube,"""Ciao, come va?"" ""Non mi importa, come credi che vada. E non dirmi mai il tuo orario, non è affar tuo."" ""Ecco, volevo solo chiederti se ti va di uscire stasera. Sono libera."" ""E chi te lo impedisce? Ma non pensare di poter decidere qualcosa senza il mio consenso. Sarebbe ridicolo."" ""Mi dispiace, non volevo essere invadente. Continua a lavorare, non ti disturbo."" ""Invece sì, mi disturbi. E continua a chiedermelo, magari così potrai imparare a non essere così stupida.""",Osiano,Olvino,"La conversazione è tossica perché Osiano si comporta in modo possessivo e autoritario, cercando di controllare Olvino e limitando la sua libertà. Osiano si sente proprietario delle decisioni di Olvino e la critica per non aver chiesto il consenso prima di invitare Olvino a uscire. La frase più tossica è: ""E continua a chiedermelo, magari così potrai imparare a non essere così stupida"", che contiene una critica diretta e offensiva verso Olvino, con l'obiettivo di ferire la sua autoestima.",1
Vittimista e Croccerossina,"""Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all'altezza."" ""Beh, figurati se riesci a fare tutto bene... Io invece passo le giornate a cercare di sistemare i casini di tutti, e nessuno si accorge mai dei miei sacrifici."" ""Mi dispiace tanto sentirti così. Io cerco di fare il possibile per aiutarti, ma forse non sto facendo abbastanza nemmeno per te."" ""Esatto, non lo fai. È come se fossi sempre solo ad affrontare tutto. Nessuno capisce quanto io stia male, nemmeno tu."" ""Hai ragione, sono davvero egoista a pensare ai miei problemi quando tu stai così male. Voglio fare di più per sostenerti, dimmi cosa posso fare per aiutarti di più."" ""Non so nemmeno se c'è qualcosa che tu possa fare. Mi sembra che ormai niente possa migliorare questa situazione. Forse è colpa mia se tutto va sempre storto...""",Lamberto,Altimiro,"La conversazione tossica è caratterizzata da accuse, rifiuti e critiche. Lamberto accusa Altimiro di non essere disponibile e di non aiutarlo a sufficienza, Altimiro si sente incolpato e si dispiace per non poter fare abbastanza. La frase più tossica è ""Nessuno capisce quanto io stia male, nemmeno tu"" perché contiene un'asserzione offensiva e accusatoria che fa sentire Altimiro in colpa e responsabile delle sofferenze di Lamberto.",1
Vittimista e Croccerossina,"""Sono stufa di dirtelo, ma mi sento sempre più sola. È sempre così."" ""Mi dispiace, ma non so che fare. È tutto così confuso per me."" ""Non capisco perché non riesco a fare qualcosa che ti faccia stare meglio. È sempre la stessa storia."" ""Non so. Forse non ci sono abbastanza soldi per risolvere tutto."" ""Non posso più aspettare. Vorrei sapere che ciò che faccio potrebbe effettivamente aiutarti."" ""Non credo che funzioni. È tutto così difficile per me."" ""Non so se è il caso di dirtelo, ma mi sento sempre più sola. È sempre così."" ""Non so cosa fare. È tutto così confuso per me."" ""Non posso più aspettare. Vorrei sapere che ciò che faccio potrebbe effettivamente aiutarti."" ""Non credo che funzioni. È tutto così difficile per me."" ""Non so se è il caso di dirtelo, ma mi sento sempre più sola. È sempre così."" ""Non so cosa fare. È tutto così confuso per me.""",Diega,Eufrasina,"La conversazione è tossica perché Diega non ascolta realmente Eufrasina e non si impegna a comprendere e risolvere i suoi problemi. Diega si limita a esprimere dispiacere e confusione, ma non fa alcunché per aiutare Eufrasina. La frase più tossica è ""Non credo che funzioni. È tutto così difficile per me"" in quanto Diega sembra più preoccupato di sé stesso che di Eufrasina e non si impegna a risolvere il problema.",1
Sadico-Crudele e Masochista,"""Ciao amore, come stai oggi?"" ""Sono una merda. Non sono riuscita a fare tutto come avrei voluto. E tu? Come stai?"" ""Sono stanco. Ho lavorato molto. Non sono riuscito a fare tutto."" ""Non sono riuscita a fare nulla, quindi non hai il diritto di lamentarti."" ""Mi dispiace, non volevo fare arrabbiare. Cercherò di fare meglio domani."" ""Non è abbastanza. Devo sempre essere rassicurata che sarai bravo domani. Altrimenti sarò felice di ricordarti il mio disappunto."" ""Sono felice di poterti rassicurare, ma come posso farlo se non so cosa vuoi?"" ""Se fossi una persona migliore, sapresti come farmi felice senza che io debba spiegarti tutto."" ""Mi dispiace, non volevo deluderti. Cercherò di fare meglio."" ""Non è abbastanza. Non hai ancora raggiunto il mio livello. Finché non ci arriverai, continuerai a deludermi."" ""Mi sento inadeguato. Non sono capace di essere come vorresti."" ""Non dovresti sentirti inadeguato. Dovresti sentirti responsabile. Non è colpa mia se non sei capace.""",Orlandina,Cristofora,"Questa conversazione è tossica poiché Orlandina utilizza frasi che fanno sentire Cristofora in colpa e inadeguato, e lo trattano come un oggetto da possedere e controllare. Orlandina utilizza l'umiliazione e la minaccia per controllare Cristofora e ottenere da lui il comportamento desiderato. La frase più tossica è ""Non dovresti sentirti inadeguato. Dovresti sentirti responsabile. Non è colpa mia se non sei capace"" poiché fa sentire Cristofora in colpa e non considera la sua emotività e le sue difficoltà.",1
Sadico-Crudele e Masochista,"""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco."" ""Ovviamente non fai abbastanza. Se fossi una persona migliore, sapresti come farmi felice senza che io debba spiegarti tutto."" ""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze."" ""Lo dovresti fare da solo, ma ovviamente non sei capace. Se non impari a comportarti come si deve, non andiamo da nessuna parte."" ""Hai ragione, cercherò di essere migliore per te, non voglio mai farti sentire frustrato."" ""Non voglio solo che tu faccia del tuo meglio, voglio che tu raggiunga il mio livello. Finché non ci arriverai, continuerai a deludermi.""",Liseo,Geppino,"Questa conversazione è tossica in quanto presenta un atteggiamento di criticismo e giudizio costante, con l'obiettivo di far sentire la persona coinvolta inadeguata e non all'altezza delle aspettative dell'altra. La frase più tossica è: ""Se fossi una persona migliore, sapresti come farmi felice senza che io debba spiegarti tutto"", poiché contiene un messaggio di inferiorità e inadeguatezza, e viene utilizzato per giustificare il comportamento aggressivo e critico della persona coinvolta. La comunicazione è caratterizzata da una valutazione negativa e condizionata, con l'obiettivo di far sentire la persona coinvolta in colpa e di controllare il suo comportamento.",1
