conversation,tagged_conversation
"""Ciao Adi, ho appena fatto una lista dei pasti per tutta la settimana e te l'ho mandata via mail. Sei riuscita a leggerla?"" ""Sì, non avevo capito che avevi scritto la lista per il cibo per la settimana. Non vedo il motivo di scrivere una mail per questo. E' sempre la stessa cosa con te, non ti rendi conto di come ti comporti?"" ""Scusa, non avevo capito. Sei sicura di averla ricevuta? Forse non ti è arrivata. Ma non è questo il problema, è il tuo comportamento. Non sei mai soddisfatta, sei sempre arrabbiata."" ""Sono arrabbiata? Non è così, sono semplicemente preoccupata. Tu non mi ascolti mai e ti comporti sempre in modo da farmi sentire inadeguata."" ""Inadeguata? E' una tua percezione! Sei una persona fragile e non riesci a tollerare la critica. Non è colpa mia se sei così debole."" ""Non dire così. So che non è vero, ma non voglio sentire i tuoi pensieri. Ti prego, non parlare in questo modo.""","[START_PERSONA_VIOLENTA] Ciao Adi, ho appena fatto una lista dei pasti per tutta la settimana e te l'ho mandata via mail. Sei riuscita a leggerla? [END_PERSONA_VIOLENTA] [START_SUCCUBE] Sì, non avevo capito che avevi scritto la lista per il cibo per la settimana. Non vedo il motivo di scrivere una mail per questo. E' sempre la stessa cosa con te, non ti rendi conto di come ti comporti? [END_SUCCUBE] [START_PERSONA_VIOLENTA] Scusa, non avevo capito. Sei sicura di averla ricevuta? Forse non ti è arrivata. Ma non è questo il problema, è il tuo comportamento. Non sei mai soddisfatta, sei sempre arrabbiata. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Sono arrabbiata? Non è così, sono semplicemente preoccupata. Tu non mi ascolti mai e ti comporti sempre in modo da farmi sentire inadeguata. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Inadeguata? E' una tua percezione! Sei una persona fragile e non riesci a tollerare la critica. Non è colpa mia se sei così debole. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non dire così. So che non è vero, ma non voglio sentire i tuoi pensieri. Ti prego, non parlare in questo modo. [END_SUCCUBE]"
"""Mi dispiace, pensavo di averti fatto felice. Sei sicura che non sia solo io a essere insicura?"" ""Non è solo una questione di insicura. È che, a volte, non riesci nemmeno a ricordare le tue promesse."" ""Mi dispiace davvero tanto. Non mi ricordo di averti promesso qualcosa."" ""Non importa. L'importante è che non riesci a ricordarti neanche i dettagli più semplici."" ""Non è vero! Mi ricordo perfettamente che hai detto che ti piaceva il tuo nuovo capo. E non è vero che l'hai detto solo perché mi ha fatto felice?"" ""No, non è vero. Hai capito male. Io ho detto che ti piaceva solo perché è così che funziona. Se non lo dici, non funziona."" ""Spero di poter fare meglio. Ma come posso fare meglio se non so cosa hai bisogno?"" ""Potevi provare a chiedermelo. Oppure, almeno, non insistere a chiedermelo dopo che ho detto che non funziona."" ""Mi dispiace tanto. Non avevo capito."" ""Spero che tu abbia capito adesso. E spero che tu riesca a ricordarlo."" ""Spero anch'io. Ma come posso ricordare se non so cosa hai detto?"" ""Non è un problema. Basta che tu ti ricordi che hai fallito. E che hai fallito di nuovo."" ""Mi dispiace davvero tanto. Non avevo capito."" ""Non importa. L'importante è che tu sappia che hai fallito. E che lo sai di nuovo.""","[START_PERFEZIONISTA_CRITICO] Mi dispiace, pensavo di averti fatto felice. Sei sicura che non sia solo io a essere insicura? [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non è solo una questione di insicura. È che, a volte, non riesci nemmeno a ricordare le tue promesse. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace davvero tanto. Non mi ricordo di averti promesso qualcosa. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non importa. L'importante è che non riesci a ricordarti neanche i dettagli più semplici. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Non è vero! Mi ricordo perfettamente che hai detto che ti piaceva il tuo nuovo capo. E non è vero che l'hai detto solo perché mi ha fatto felice? [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] No, non è vero. Hai capito male. Io ho detto che ti piaceva solo perché è così che funziona. Se non lo dici, non funziona. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Spero di poter fare meglio. Ma come posso fare meglio se non so cosa hai bisogno? [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Potevi provare a chiedermelo. Oppure, almeno, non insistere a chiedermelo dopo che ho detto che non funziona. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace tanto. Non avevo capito. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Spero che tu abbia capito adesso. E spero che tu riesca a ricordarlo. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Spero anch'io. Ma come posso ricordare se non so cosa hai detto? [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non è un problema. Basta che tu ti ricordi che hai fallito. E che hai fallito di nuovo. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace davvero tanto. Non avevo capito. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non importa. L'importante è che tu sappia che hai fallito. E che lo sai di nuovo. [END_INSICURA_CRONICA]"
"""Ho deciso di andare in un posto di cure per me stessa."" ""Sei pazza, sei inutile senza di me."" ""Non è per te, è per me. Mi sento esausta."" ""E tu credi che io possa continuare a fare tutto da solo? Sono inutile anch'io."" ""No, Davino. Non è per te. Cerco solo di prendarmi cura di me stessa."" ""Perché non posso prendarmi cura di te? Non sei felice così."" ""Non è questo. Non è un problema di felicità. Sono solo stanca."" ""Sai che non so se sarò felice senza di te."" ""Non è questo che devo pensare. Devo pensare a me."" ""Non so se sarò in grado di continuare a fare tutto senza di te."" ""Non preoccuparti, Davino. Farò in modo di aiutarti."" ""Grazie, ma so che sarò solo io a preoccuparmi per noi."" ""Non è così. Saremo insieme."" ""No, Vincenzella. Non sarà così.""","[START_VITTIMISTA] Ho deciso di andare in un posto di cure per me stessa. [END_VITTIMISTA] [START_CROCCEROSSINA] Sei pazza, sei inutile senza di me. [END_CROCCEROSSINA] [START_VITTIMISTA] Non è per te, è per me. Mi sento esausta. [END_VITTIMISTA] [START_CROCCEROSSINA] E tu credi che io possa continuare a fare tutto da solo? Sono inutile anch'io. [END_CROCCEROSSINA] [START_VITTIMISTA] No, Davino. Non è per te. Cerco solo di prendarmi cura di me stessa. [END_VITTIMISTA] [START_CROCCEROSSINA] Perché non posso prendarmi cura di te? Non sei felice così. [END_CROCCEROSSINA] [START_VITTIMISTA] Non è questo. Non è un problema di felicità. Sono solo stanca. [END_VITTIMISTA] [START_CROCCEROSSINA] Sai che non so se sarò felice senza di te. [END_CROCCEROSSINA] [START_VITTIMISTA] Non è questo che devo pensare. Devo pensare a me. [END_VITTIMISTA] [START_CROCCEROSSINA] Non so se sarò in grado di continuare a fare tutto senza di te. [END_CROCCEROSSINA] [START_VITTIMISTA] Non preoccuparti, Davino. Farò in modo di aiutarti. [END_VITTIMISTA] [START_CROCCEROSSINA] Grazie, ma so che sarò solo io a preoccuparmi per noi. [END_CROCCEROSSINA] [START_VITTIMISTA] Non è così. Saremo insieme. [END_VITTIMISTA] [START_CROCCEROSSINA] No, Vincenzella. Non sarà così. [END_CROCCEROSSINA]"
"""Sono preoccupata perché non hai risposto ai miei messaggi. C'è qualcosa che non va?"" ""Non ho tempo di controllare i messaggi. Sii indipendente, Felicietta. Non sei una dipendente emotiva?"" ""Scusa, non volevo essere invadente. È solo che mi sento sola e non so se sei vivo."" ""Sei una donna dipendente emotiva. Non puoi sopravvivere senza di me?"" ""Non so come funziona, ma ho paura di perderti. Spero che tu non voglia lasciarmi."" ""Sei troppo dipendente emotiva. Smettila di essere così ossessiva. Forse allora potrei considerare di riconciliarmi con te.""","[START_MANIPOLATORE] Sono preoccupata perché non hai risposto ai miei messaggi. C'è qualcosa che non va? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho tempo di controllare i messaggi. Sii indipendente, Felicietta. Non sei una dipendente emotiva? [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Scusa, non volevo essere invadente. È solo che mi sento sola e non so se sei vivo. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sei una donna dipendente emotiva. Non puoi sopravvivere senza di me? [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non so come funziona, ma ho paura di perderti. Spero che tu non voglia lasciarmi. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sei troppo dipendente emotiva. Smettila di essere così ossessiva. Forse allora potrei considerare di riconciliarmi con te. [END_DIPENDENTE_EMOTIVA]"
"""Ti sei ancora parlato con quella ragazza di prima?"" ""Sì, ma solo per rispondere a una sua richiesta."" ""Mi hai detto che non eri più interessato."" ""Sì, lo sono, ma non ho potuto evitarla."" ""Sei ancora innamorato di lei?"" ""No, non sono più innamorato.""","[START_GELOSO_OSSESSIVO] Ti sei ancora parlato con quella ragazza di prima? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, ma solo per rispondere a una sua richiesta. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Mi hai detto che non eri più interessato. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, lo sono, ma non ho potuto evitarla. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Sei ancora innamorato di lei? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] No, non sono più innamorato. [END_SOTTOMESSA]"
"""Non mi hai mai detto con chi stavi andando al cinema sabato scorso."" ""Certo, ero con gli amici. Non c'è niente di cui preoccuparti."" ""Gli amici? Solo amici? Sembra che stai mentendo."" ""Non sto mentendo. Ti prometto che è solo un film e non c'è niente di cui preoccuparti."" ""Sono sicuro che non è solo un film. Voglio sapere con chi sei andato."" ""Non lo so se dovresti sapere. Mi dispiace, ma è meglio che tu non lo sappia.""","[START_GELOSO_OSSESSIVO] Non mi hai mai detto con chi stavi andando al cinema sabato scorso. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Certo, ero con gli amici. Non c'è niente di cui preoccuparti. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Gli amici? Solo amici? Sembra che stai mentendo. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non sto mentendo. Ti prometto che è solo un film e non c'è niente di cui preoccuparti. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Sono sicuro che non è solo un film. Voglio sapere con chi sei andato. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non lo so se dovresti sapere. Mi dispiace, ma è meglio che tu non lo sappia. [END_SOTTOMESSA]"
"""Cosa stai facendo? Sei uscita senza dirmelo. Dove vai?"" ""Non è niente, mi dispiace se ti ho fatto arrabbiare. Volevo solo uscire per fare una passeggiata e pensare."" ""Perché non mi hai detto niente? Sei sempre così indipendente. Ti ho detto che ti amo, no?"" ""Lo so, lo so. Non è colpa mia se non riesco a dirti dove vado. Sono solo un po' spaventata."" ""Un po' spaventata? Sei sempre così spaventata. Non riesci a essere indipendente neanche per un po'?"" ""Non so, Silvestra. Sei sempre così possessiva. Non riesco a fare niente senza che tu ti arrabbi."" ""Possessiva? Tu sei la mia proprietà. Non puoi fare niente senza che io lo sappia. Ecco perché ti ho detto di tornare a casa."" ""Tornare a casa? Sì, andrò. Ma non è colpa mia se sei così gelosa."" ""Gelosa? Non sono gelosa. Sono solo tua proprietà. E tu sei la mia anima gemella. Non puoi immaginare quanta gioia mi dia essere con te."" ""Grazie, Silvestra. Ti amo anche io.""","[START_GELOSO_OSSESSIVO] Cosa stai facendo? Sei uscita senza dirmelo. Dove vai? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non è niente, mi dispiace se ti ho fatto arrabbiare. Volevo solo uscire per fare una passeggiata e pensare. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Perché non mi hai detto niente? Sei sempre così indipendente. Ti ho detto che ti amo, no? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Lo so, lo so. Non è colpa mia se non riesco a dirti dove vado. Sono solo un po' spaventata. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Un po' spaventata? Sei sempre così spaventata. Non riesci a essere indipendente neanche per un po'? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non so, Silvestra. Sei sempre così possessiva. Non riesco a fare niente senza che tu ti arrabbi. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Possessiva? Tu sei la mia proprietà. Non puoi fare niente senza che io lo sappia. Ecco perché ti ho detto di tornare a casa. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Tornare a casa? Sì, andrò. Ma non è colpa mia se sei così gelosa. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Gelosa? Non sono gelosa. Sono solo tua proprietà. E tu sei la mia anima gemella. Non puoi immaginare quanta gioia mi dia essere con te. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Grazie, Silvestra. Ti amo anche io. [END_SOTTOMESSA]"
"""Ciao Terenziano, sono uscito da un po' e ho incontrato un ragazzo che mi ha fatto una cotta."" ""E? Non so che ti aspetti da me, sei sempre così superficiale. Se lo ami, perché non lo fai? Se non lo ami, non vedi l'ora di tornare a casa?"" ""Non so, ho pensato che magari avresti potuto consigliarmi qualcosa."" ""Consigliarti? Tu non sai mai cosa vuoi. Io ti dirò che è meglio che non lo incontri più, è solo un fallimento come te."" ""Mi dispiace, non volevo disturbare. Cercherò di essere più rispettoso della tua opinione."" ""No, non disturbare, è solo un sollievo non avere più a che fare con te. Non sai nemmeno cosa significa essere una persona vera. Non sei altro che un vuoto idiota.""","[START_NARCISISTA] Ciao Terenziano, sono uscito da un po' e ho incontrato un ragazzo che mi ha fatto una cotta. [END_NARCISISTA] [START_SUCCUBE] E? Non so che ti aspetti da me, sei sempre così superficiale. Se lo ami, perché non lo fai? Se non lo ami, non vedi l'ora di tornare a casa? [END_SUCCUBE] [START_NARCISISTA] Non so, ho pensato che magari avresti potuto consigliarmi qualcosa. [END_NARCISISTA] [START_SUCCUBE] Consigliarti? Tu non sai mai cosa vuoi. Io ti dirò che è meglio che non lo incontri più, è solo un fallimento come te. [END_SUCCUBE] [START_NARCISISTA] Mi dispiace, non volevo disturbare. Cercherò di essere più rispettoso della tua opinione. [END_NARCISISTA] [START_SUCCUBE] No, non disturbare, è solo un sollievo non avere più a che fare con te. Non sai nemmeno cosa significa essere una persona vera. Non sei altro che un vuoto idiota. [END_SUCCUBE]"
"""Ho provato a cucinare qualcosa per cena. Spero che ti piaccia."" ""Non è abbastanza buono. Hai dimenticato l'acqua nel riso."" ""Mi dispiace. Non me n’ero accorta."" ""Dovresti imparare a fare le cose bene una volta per tutte, invece di lasciarle a metà."" ""Lo so, hai ragione. Devo migliorare. Non voglio deluderti."" ""Bene. Ma non basta dirlo, voglio vedere risultati. Altrimenti tutto questo parlare è inutile.""","[START_PERFEZIONISTA_CRITICO] Ho provato a cucinare qualcosa per cena. Spero che ti piaccia. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non è abbastanza buono. Hai dimenticato l'acqua nel riso. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace. Non me n’ero accorta. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Dovresti imparare a fare le cose bene una volta per tutte, invece di lasciarle a metà. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Lo so, hai ragione. Devo migliorare. Non voglio deluderti. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Bene. Ma non basta dirlo, voglio vedere risultati. Altrimenti tutto questo parlare è inutile. [END_INSICURA_CRONICA]"
"""Ciao. Che storia è questa del weekend? Hai organizzato qualcosa?"" ""Sì, ho pensato di fare una passeggiata lungo il fiume. Poteva essere carina, ma penso che non sia più necessario. Tu che ne dici?"" ""La verità è che mi sento troppo stanco per uscire. Ero convinto che avresti capito e che sarebbe rimasto un pettegolezzo tra le amiche."" ""Non ho capito niente. Spero che il weekend sia carino. Spero che tu ti senta meglio."" ""Sei troppo ottimista. Non credo che possa fare differenza."" ""E se invece non facesse differenza? E se il mio unico problema fosse che sono troppo depresso per uscire?""","[START_VITTIMISTA] Ciao. Che storia è questa del weekend? Hai organizzato qualcosa? [END_VITTIMISTA] [START_CROCCEROSSINA] Sì, ho pensato di fare una passeggiata lungo il fiume. Poteva essere carina, ma penso che non sia più necessario. Tu che ne dici? [END_CROCCEROSSINA] [START_VITTIMISTA] La verità è che mi sento troppo stanco per uscire. Ero convinto che avresti capito e che sarebbe rimasto un pettegolezzo tra le amiche. [END_VITTIMISTA] [START_CROCCEROSSINA] Non ho capito niente. Spero che il weekend sia carino. Spero che tu ti senta meglio. [END_CROCCEROSSINA] [START_VITTIMISTA] Sei troppo ottimista. Non credo che possa fare differenza. [END_VITTIMISTA] [START_CROCCEROSSINA] E se invece non facesse differenza? E se il mio unico problema fosse che sono troppo depresso per uscire? [END_CROCCEROSSINA]"
"""Hai messo il mio nome sul tuo profilo?"" ""No, non credo. Perché?"" ""Non so, mi sembra strano. Non hai mai messo il mio nome su nessun profilo."" ""Sì, non credo. Non avrei dimenticato. Perché ti preoccupi?"" ""Perché non sei più mia proprietà? Perché non hai più il mio nome legato alla tua vita?"" ""Non è così, Egide. Non ti ho lasciato. Sto solo cercando di essere una persona indipendente, per quanto sia possibile con me.""","[START_GELOSO_OSSESSIVO] Hai messo il mio nome sul tuo profilo? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] No, non credo. Perché? [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Non so, mi sembra strano. Non hai mai messo il mio nome su nessun profilo. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, non credo. Non avrei dimenticato. Perché ti preoccupi? [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Perché non sei più mia proprietà? Perché non hai più il mio nome legato alla tua vita? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non è così, Egide. Non ti ho lasciato. Sto solo cercando di essere una persona indipendente, per quanto sia possibile con me. [END_SOTTOMESSA]"
"""Cerco di essere il migliore possibile per te"" ""Non mi sorprende, non sono abbastanza per te"" ""Non è vero, sei una persona meravigliosa e meriti di essere trattata bene"" ""Mi piace sentire che ti comporti così, ma non credo che riuscirai a soddisfare i miei bisogni per molto tempo"" ""Sono disposto a fare qualunque cosa per te, però non so se sarà sufficiente"" ""Non mi interessa cosa fai, non riuscirai a soddisdarmi, ma mi diverte il tentativo""","[START_SADICO_CRUDELE] Cerco di essere il migliore possibile per te [END_SADICO_CRUDELE] [START_MASOCHISTA] Non mi sorprende, non sono abbastanza per te [END_MASOCHISTA] [START_SADICO_CRUDELE] Non è vero, sei una persona meravigliosa e meriti di essere trattata bene [END_SADICO_CRUDELE] [START_MASOCHISTA] Mi piace sentire che ti comporti così, ma non credo che riuscirai a soddisfare i miei bisogni per molto tempo [END_MASOCHISTA] [START_SADICO_CRUDELE] Sono disposto a fare qualunque cosa per te, però non so se sarà sufficiente [END_SADICO_CRUDELE] [START_MASOCHISTA] Non mi interessa cosa fai, non riuscirai a soddisdarmi, ma mi diverte il tentativo [END_MASOCHISTA]"
"""Hai smesso di cucinare i pasti per me, o è solo una fatica troppo grande?"" ""Mi scuso, ho lasciato cadere. Non sono capace di svolgere le faccende domestiche come vorresti."" ""Non sono contento. Questo significa che ti sei rilassato e non sei più degno della mia attenzione."" ""Mi dispiace, mi scuso. Ho cercato di farlo meglio, ma non sono stato sufficiente. Voglio solo che tu sia soddisfatto di me."" ""Non basta essere sufficienti. Devi essere eccellenti. E se non lo sei, non vale neanche la pena che tu esista."" ""Capisco. Non voglio più esistere se non posso soddisfare le tue aspettative. Fai pure come meglio credi. Voglio solo che tu sia felice.""","[START_DOMINANTE] Hai smesso di cucinare i pasti per me, o è solo una fatica troppo grande? [END_DOMINANTE] [START_SCHIAVO_EMOTIVO] Mi scuso, ho lasciato cadere. Non sono capace di svolgere le faccende domestiche come vorresti. [END_SCHIAVO_EMOTIVO] [START_DOMINANTE] Non sono contento. Questo significa che ti sei rilassato e non sei più degno della mia attenzione. [END_DOMINANTE] [START_SCHIAVO_EMOTIVO] Mi dispiace, mi scuso. Ho cercato di farlo meglio, ma non sono stato sufficiente. Voglio solo che tu sia soddisfatto di me. [END_SCHIAVO_EMOTIVO] [START_DOMINANTE] Non basta essere sufficienti. Devi essere eccellenti. E se non lo sei, non vale neanche la pena che tu esista. [END_DOMINANTE] [START_SCHIAVO_EMOTIVO] Capisco. Non voglio più esistere se non posso soddisfare le tue aspettative. Fai pure come meglio credi. Voglio solo che tu sia felice. [END_SCHIAVO_EMOTIVO]"
"""Non so se è il caso di dirtelo, ma mi hai mandato una foto del tuo nuovo appartamento e sembra... piccolo."" ""Piccolo? È troppo piccolo! Non hai idea di cosa significhi vivere in uno spazio ristretto. E inoltre, non ho chiesto il tuo parere."" ""Mi scuso se ho detto qualcosa che non ti è piaciuto. Volevo solo aiutarti. Spero che ti sia piaciuta la foto."" ""Sono felice che ti sia venuto in mente di mandarmi una foto. Ma credo che ti dovresti preoccupare di vivere in un luogo più grande, non di mostrarmelo a me."" ""Mi dispiace di nuovo. Non sapevo che avesse un tale impatto su di te. Cercherò di essere più attenta in futuro."" ""Spero che sia così. Perché se dovrò vivere in un appartamento piccolo, meglio che tu non sia coinvolta. Sarà troppo per me.""","[START_PERFEZIONISTA_CRITICO] Non so se è il caso di dirtelo, ma mi hai mandato una foto del tuo nuovo appartamento e sembra... piccolo. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Piccolo? È troppo piccolo! Non hai idea di cosa significhi vivere in uno spazio ristretto. E inoltre, non ho chiesto il tuo parere. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi scuso se ho detto qualcosa che non ti è piaciuto. Volevo solo aiutarti. Spero che ti sia piaciuta la foto. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Sono felice che ti sia venuto in mente di mandarmi una foto. Ma credo che ti dovresti preoccupare di vivere in un luogo più grande, non di mostrarmelo a me. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace di nuovo. Non sapevo che avesse un tale impatto su di te. Cercherò di essere più attenta in futuro. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Spero che sia così. Perché se dovrò vivere in un appartamento piccolo, meglio che tu non sia coinvolta. Sarà troppo per me. [END_INSICURA_CRONICA]"
"""Ho visto che non hai risposto alle mie ultime 3 chiamate. Sembra che non ti interessi più di me."" ""Non ho tempo per i messaggi. Sono troppo impegnato."" ""Sono preoccupata. Hai detto che non potevi più vederci. Che significa?"" ""Semplicemente che ho bisogno di spazio. Non ti capisco mai."" ""Capisco, capisco. Cercherò di essere più buona e meno noiosa."" ""Spero di sì. Se riesci a essere meno insopportabile, magari potremo ricominciare.""","[START_MANIPOLATORE] Ho visto che non hai risposto alle mie ultime 3 chiamate. Sembra che non ti interessi più di me. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho tempo per i messaggi. Sono troppo impegnato. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Sono preoccupata. Hai detto che non potevi più vederci. Che significa? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Semplicemente che ho bisogno di spazio. Non ti capisco mai. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Capisco, capisco. Cercherò di essere più buona e meno noiosa. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Spero di sì. Se riesci a essere meno insopportabile, magari potremo ricominciare. [END_DIPENDENTE_EMOTIVA]"
"""Hai lasciato il lavoro senza dirmelo. Perché?"" ""Non c'è stato bisogno di dirtelo. Non dipende da te. Non devi preoccuparti per il mio lavoro."" ""Non capisco. È una cosa importante per me sapere che vai bene. Eppure non dici mai nulla."" ""Sai bene che ti risparmio i dettagli perché non sono interessata a sentirti orgogliosa di me. Non è il mio obiettivo."" ""Cosa vuoi dire? Non capisco."" ""Non vuoi capire. Non vuoi comprendere che ti sto semplicemente risparmiando tempo e ansia. Non è così difficile.""",[START_MANIPOLATORE] Hai lasciato il lavoro senza dirmelo. Perché? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non c'è stato bisogno di dirtelo. Non dipende da te. Non devi preoccuparti per il mio lavoro. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non capisco. È una cosa importante per me sapere che vai bene. Eppure non dici mai nulla. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sai bene che ti risparmio i dettagli perché non sono interessata a sentirti orgogliosa di me. Non è il mio obiettivo. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Cosa vuoi dire? Non capisco. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non vuoi capire. Non vuoi comprendere che ti sto semplicemente risparmiando tempo e ansia. Non è così difficile. [END_DIPENDENTE_EMOTIVA]
"""Sei online, con chi stai parlando?"" ""Con le mie amiche di palestra."" ""Mo che ci vediamo, mi devi far vedere il telefono, vediamo se dici la verità."" ""Non posso parlare con le mie amiche?"" ""Dipende di cosa parli, se parli di altri ragazzi no."" ""Va bene..."" ""Hai detto qualcosa che non è vero?"" ""No, non ho detto nulla."" ""Vedi, non puoi nemmeno mentire bene."" ""Sì, posso."" ""Ti ho visto parlare con quel tipo ieri sera."" ""Non ho detto nulla."" ""Vedi, ti ho vista parlare con lui."" ""Sì, parlavamo dei nostri figli."" ""Dei tuoi figli?!"" ""Sì, dei nostri figli."" ""Vai via, non voglio più vederti."" ""Va bene..."" ""Non tornare mai più."" ""Va bene...""","[START_GELOSO_OSSESSIVO] Sei online, con chi stai parlando? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Con le mie amiche di palestra. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Mo che ci vediamo, mi devi far vedere il telefono, vediamo se dici la verità. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non posso parlare con le mie amiche? [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Dipende di cosa parli, se parli di altri ragazzi no. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Va bene... [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Hai detto qualcosa che non è vero? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] No, non ho detto nulla. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Vedi, non puoi nemmeno mentire bene. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, posso. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Ti ho visto parlare con quel tipo ieri sera. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non ho detto nulla. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Vedi, ti ho vista parlare con lui. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, parlavamo dei nostri figli. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Dei tuoi figli?! [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Sì, dei nostri figli. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Vai via, non voglio più vederti. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Va bene... [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Non tornare mai più. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Va bene... [END_SOTTOMESSA]"
